,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
3128,3133,Male,Yes,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,-0.4569965358102282,1.5310852911355222,0.596419080201948
659,660,Female,Yes,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,-1.3478404181147754,-1.1580161531009565,-0.964987477534557
6518,6527,Male,Yes,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,-0.3157246514895444,-1.076528230548336,-0.8643084979986666
3514,3520,Female,Yes,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,314.45,No,-1.5024084797832884,-0.6690886177852331,-0.8686321351566496
819,821,Male,Yes,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,0.47705992287476395,0.4309983366751445,0.5661756794693217
331,331,Female,Yes,No,No,8,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.2,161.95,No,-1.5157046571311175,-0.9950403079957154,-0.9359132235844468
3552,3558,Male,Yes,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,No,0.9108477088476872,-0.18016108246950976,0.1256720549399178
3689,3695,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,1.131896657255345,-0.01718523736426863,0.3557292586164741
3572,3578,Female,Yes,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586.0,No,0.010031693532267658,0.3087664528462136,0.1335472511919583
3942,3949,Female,Yes,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.65,992.7,No,-0.23760960957104854,-0.5876006952326126,-0.5693967369523647
464,464,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,1.703632283211995,1.6125732136881425,2.7007729918641488
354,354,Female,Yes,No,No,21,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,-0.761146592641818,-0.46536881140368175,-0.6367219441266719
6228,6237,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,0.17124784387469535,-1.2802480369298874,-0.9765024703736753
2613,2618,Male,Yes,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.9,505.45,No,-1.4924363467724167,-0.3023929662984406,-0.7843653293224905
3458,3464,Female,Yes,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,0.6332900067117551,-0.05792919864057891,0.1724379262405506
848,850,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,1.695322172369602,1.6125732136881425,2.7323620143653313
6506,6515,Female,Yes,No,No,29,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,-1.3195860412506386,-0.13941712119319946,-0.6928630490606864
4305,4312,Male,Yes,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,0.5751192308150029,0.02355872391204165,0.14109155684517355
3400,3406,Female,Yes,No,No,31,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.95,683.25,No,-1.4575338812343652,-0.05792919864057891,-0.7059221980276554
2160,2165,Female,Yes,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.2,273.25,No,-1.4824642137615447,-0.791320501614164,-0.8868090587187824
3092,3097,Male,Yes,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,42.9,No,-1.4758161250876303,-1.2395040756535771,-0.9884365913046386
6719,6729,Male,Yes,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.95,4953.25,No,0.27096917398341336,1.4495973685829016,1.1779482779506658
2007,2012,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,1.128572612918388,0.5939741817803856,0.9928480769678308
1090,1094,Male,Yes,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,0.1230492009888149,0.3495104141225239,0.24558680795418178
1433,1438,Female,Yes,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,-0.4835888905058862,0.3087664528462136,-0.11459863855371077
1886,1891,Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,-0.6547771738591854,-1.2802480369298874,-0.987465978881418
4643,4651,Female,Yes,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,Yes,0.7114050486302511,-0.7098325790615434,-0.4469672153870288
5682,5691,Male,Yes,No,No,4,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,68.2,No,-1.4907743246039378,-1.1580161531009565,-0.9772745484376009
35,35,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,1.1667991227933967,1.6125732136881425,2.1919956071104716
363,363,Female,Yes,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.55,945.7,No,-1.4708300585821945,0.5939741817803856,-0.5901325478120792
2055,2060,Male,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,0.8493528886139774,1.5718292524118322,1.7832574800682903
6103,6112,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,No,1.33300133964126,1.368109446030281,2.033057822808085
5291,5300,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,0.5069763219073791,-1.2802480369298874,-0.9720464769761621
2089,2094,Female,Yes,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,391.7,No,-1.5007464576148097,-0.5876006952326126,-0.8345504034776506
1654,1659,Male,Yes,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,No,0.19950222073883195,1.4495973685829016,1.1367854874568069
1914,1919,Male,Yes,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,-0.461982602315664,-1.2802480369298874,-0.9849070915838362
1238,1242,Female,Yes,Yes,No,21,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,No,-1.2065685337940917,-0.46536881140368175,-0.7297022023965622
2453,2458,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,1.3379874061466956,0.7162060656093164,1.2706197049949859
4392,4400,Female,Yes,Yes,Yes,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,-1.3328822185984677,-1.0357842692720256,-0.9416045418842407
3796,3802,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,20.0,No,-1.4891123024354593,-1.2802480369298874,-0.9985397842554357
6914,6925,Male,Yes,Yes,No,15,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,18.8,294.95,No,-1.5290008344789465,-0.7098325790615434,-0.8772352907261056
6259,6268,Female,Yes,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.85,450.65,No,-1.4608579255713225,-0.42462485012737144,-0.8085424024099874
3631,3637,Male,Yes,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,178.5,Yes,-1.4808021915930663,-0.9542963467194051,-0.9286115710370366
6235,6244,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,1.1385447459292597,0.8791819107145575,1.3290329253742668
6807,6818,Female,Yes,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,No,0.20947435374970363,-1.1987601143772668,-0.913236187878291
6233,6242,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,1.4177644702336702,1.6125732136881425,2.3713824304202578
5564,5573,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,0.1679237995377378,-1.2802480369298874,-0.9765465891201853
641,642,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,0.8227605339183194,-1.2802480369298874,-0.9678551960577091
4617,4625,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,No,0.3075336616899431,-0.9950403079957154,-0.7425848763774912
3701,3707,Male,Yes,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1356.7,No,-1.4924363467724167,1.4903413298592119,-0.4088044996558521
3290,3295,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,0.5119623884128152,1.6125732136881425,1.5136698795187462
1168,1172,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No,1.183419344478183,-0.01718523736426863,0.4122233135225688
3687,3693,Female,Yes,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,-0.0049265059840396625,0.18653456901728277,0.028478456378319555
1782,1787,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No,1.3429734726521318,0.3902543753988342,1.021723796558646
4992,5000,Male,Yes,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,-0.5085192230330657,-1.076528230548336,-0.8694042132205752
2208,2213,Female,Yes,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,274.7,No,-1.3145999747452028,-0.8320644628904743,-0.8861693368943869
1944,1949,Male,Yes,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,1.323029206630388,1.4088534073065913,2.0305430542570138
175,175,Female,Yes,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,No,-1.3328822185984677,0.06430268518835193,-0.6631490732861804
6622,6631,Male,Yes,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,No,-0.3074145406471512,-0.3023929662984406,-0.38736278885197706
1843,1848,Female,Yes,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.3,755.5,No,-1.5123806127941604,0.22727853029359305,-0.6740464036741581
3651,3657,Female,Yes,Yes,Yes,37,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,-1.3528264846202114,0.18653456901728277,-0.6271261167607403
544,545,Male,Yes,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0.47041183420084937,0.06430268518835193,0.16054792405609714
5966,5975,Male,Yes,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,0.829408622592234,-1.0357842692720256,-0.7387686048043736
1419,1424,Female,Yes,No,Yes,48,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,936.7,No,-1.4907743246039378,0.6347181430566958,-0.594103234997982
2947,2952,Female,Yes,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,-1.4808021915930663,-0.26164900502213034,-0.7894389851711441
227,227,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,-0.3190486958265014,-1.2802480369298874,-0.983009985483905
1988,1993,Female,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,-0.6348329078374417,-1.2802480369298874,-0.9872012664023578
6186,6195,Male,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,0.24603884145623386,-1.1580161531009565,-0.8725587035960424
6792,6803,Male,Yes,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,No,0.8792692876465931,0.4309983366751445,0.7634747138621801
1872,1877,Male,Yes,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,0.7895200905487467,1.6125732136881425,1.799625535023512
1061,1064,Female,Yes,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,-0.3024284741417151,-0.7505765403378537,-0.6565533206829308
4850,4858,Male,Yes,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,-0.17279074500038175,1.0014137945434884,0.540939756465584
2880,2885,Male,Yes,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,1.7052943053804734,1.4088534073065913,2.4514800147092193
3565,3571,Female,Yes,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,No,-0.0896896365764501,0.10504664646466222,-0.08259048796068334
1380,1385,Female,Yes,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,1.2532242755542855,0.6347181430566958,1.1563300921607507
6924,6935,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,No,1.5291199555217385,1.3273654847539706,2.1894367198128903
1118,1122,Female,Yes,No,No,19,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,-0.6630872847015785,-0.5468567339563023,-0.6131404741170604
5694,5703,Male,Yes,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.4,1809.35,No,-1.3096139082397669,1.6125732136881425,-0.2091009935781971
6896,6907,Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,Yes,0.18121997688556707,0.3495104141225239,0.25798417572350063
344,344,Female,Yes,No,Yes,41,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.25,865.0,No,-1.4808021915930663,0.3495104141225239,-0.6257363762456742
3436,3442,Male,Yes,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,1.1302346350868666,-0.13941712119319946,0.23109379972563665
4386,4394,Male,Yes,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,-0.17445276716886055,-0.5468567339563023,-0.5023803610036278
6611,6620,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,Yes,0.5319066544345585,-1.2802480369298874,-0.9717155863773368
107,107,Female,Yes,No,No,32,No,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,-1.1517218022342968,-0.01718523736426863,-0.5980959815571398
6058,6067,Male,Yes,No,No,7,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,No,-0.9805335188809976,-1.0357842692720256,-0.8905370927988799
1731,1736,Female,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,19.5,Yes,-1.5057325241202457,-1.2802480369298874,-0.9987603779879859
5484,5493,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,0.6499102283965414,-1.076528230548336,-0.7978436063813049
1859,1864,Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,-0.1362262572938518,-0.26164900502213034,-0.30261067680620757
3913,3920,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4,6172.0,No,0.7180531373041658,1.5718292524118322,1.7156455010416678
3137,3142,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,19.8,Yes,-1.495760391109374,-1.2802480369298874,-0.9986280217484557
5123,5131,Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,1.0404854379890203,0.4717422979514547,0.9180226828868187
471,471,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,-0.32569678450041606,-1.2802480369298874,-0.9830982229769248
6492,6501,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,1.359593694336918,1.4088534073065913,2.000189356658112
619,620,Male,Yes,Yes,Yes,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,-1.005463851408177,-0.9135523854430948,-0.8473889587120698
6297,6306,Male,Yes,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,No,1.711942394054388,1.5718292524118322,2.6587057670668344
3312,3317,Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,0.19950222073883195,1.24587756220135,0.9553912611808147
4530,4538,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,0.6981088712824219,-1.1987601143772668,-0.8872723055571377
4419,4427,Female,Yes,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,1.1917294553205762,0.6754621043330061,1.1622861229396049
2419,2424,Female,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,Yes,1.60058690876632,1.0014137945434884,1.8449134283160589
5135,5143,Female,Yes,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,0.7446454919998238,0.6754621043330061,0.9095960023034025
6816,6827,Male,Yes,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,No,0.4737358785378064,1.1236456783724194,1.050070091191341
5169,5177,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,0.6416001175541483,0.1457906077409725,0.32572851098965305
167,167,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0.8061403122335331,1.6125732136881425,1.7520214075391882
3466,3472,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,No,1.328015273135824,0.9606698332671781,1.5697668657062507
1622,1627,Male,Yes,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0.3690284819236528,-0.8728084241667845,-0.6251187137945338
6036,6045,Female,Yes,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,763.1,No,-1.5024084797832884,0.22727853029359305,-0.6706933789393958
5938,5947,Female,Yes,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.5,740.3,Yes,-1.3395303072723823,0.02355872391204165,-0.6807524531436828
274,274,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes,0.1928541320649173,-1.2802480369298874,-0.9762156985213601
1228,1232,Male,Yes,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,Yes,0.44880554601062694,0.06430268518835193,0.12397348319928166
3449,3455,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,0.856000977287892,-1.2802480369298874,-0.9674140085926088
3705,3711,Female,Yes,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,No,0.36404241541821675,0.9199258719908678,0.8739701144965526
4639,4647,Male,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,No,-0.6497911073537496,-1.1580161531009565,-0.9388250608541089
1264,1268,Male,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes,1.5075136673315166,1.082901717096109,1.8374353007826083
3841,3848,Female,Yes,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No,-0.5184913560439374,-1.2395040756535771,-0.9616123934265399
1169,1173,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.85,19.85,Yes,-1.494098368940895,-1.2802480369298874,-0.9986059623752008
4003,4010,Female,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4,No,-1.4758161250876303,-1.2802480369298874,-0.9983633092693955
2159,2164,Male,Yes,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,1.2066876548368837,1.5310852911355222,2.0786545473262024
4811,4819,Male,Yes,No,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,-1.4974224132778524,0.8384379494382472,-0.5430799046591314
6372,6381,Male,Yes,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,No,-1.504070501951767,-1.2802480369298874,-0.9987383186147307
2220,2225,Male,Yes,No,No,33,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,-0.8542198340766214,0.02355872391204165,-0.42984914174113686
1340,1345,Female,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,1.1950534996575333,1.0014137945434884,1.63314344506791
4260,4267,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,0.875945243309636,1.6125732136881425,1.9211947410319021
6442,6451,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,No,1.7102803718859096,1.368109446030281,2.461362613927466
4473,4481,Male,Yes,Yes,No,42,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,-0.8193173685385702,0.3902543753988342,-0.2899706559310838
26,26,Male,Yes,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,1.1485168789401314,0.5939741817803856,1.0879019163236925
610,611,Female,Yes,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,0.0067076491953105815,-0.9542963467194051,-0.7148341848226818
4934,4942,Male,Yes,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,-0.461982602315664,-1.1580161531009565,-0.9078316414308122
5618,5627,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,No,0.33412601638560113,-1.0357842692720256,-0.7932773161175167
6742,6752,Female,Yes,No,No,12,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.85,552.1,No,-0.4968850678537152,-0.8320644628904743,-0.7637839340755611
5889,5898,Female,Yes,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.15,800.3,No,-1.3511644624517327,0.02355872391204165,-0.6542812052376643
5812,5821,Female,Yes,Yes,No,69,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,26.3,1763.55,No,-1.2796975092071516,1.4903413298592119,-0.2293073794797912
6754,6765,Female,Yes,Yes,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No,-1.3029658195658524,1.4903413298592119,-0.26908042945858407
5972,5981,Female,Yes,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.2,746.05,No,-1.4824642137615447,0.22727853029359305,-0.6782156252193561
2535,2540,Female,Yes,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,1.5673464653967473,1.5310852911355222,2.4321118849913153
